name,street,city,state,zip,neighborhood,community_district,accepts_ebt,type,subtype,bread,bread_whole_wheat,dairy,dairy_low_fat,fish_fresh,fish_sustainably_caught,fresh_produce,fruit,greens,health_natural,herbs,juices_natural,local_food,meat_deli,meat_free_range,meat_low_fat,meat_packaged,organics,prepared_food,star_bodega,vegetables,other,surveyor,added,surveyed,latitude,longitude
"Full Stop Deli, Grocery, and Candy Store",376 Utica Ave,Brooklyn,NY,11213,Crown Heights,8,True,small,bodega,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Shameka Davis,2011-01-31 18:27:02,2011-01-17 00:00:00,40.665416,-73.931771
Carma Deli Corp,245 Troy Ave,Brooklyn,NY,11213,Crown Heights,8,,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Jacqueline Taylor,2011-01-31 18:27:17,2011-01-17 00:00:00,40.67071,-73.936213
Rodriguez Mini Market,243 St Johns Pl,Brooklyn,NY,11217,,6,True,small,bodega,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Jacqueline Taylor,2011-01-31 18:28:21,2011-01-17 00:00:00,40.6756177,-73.9719658
Pine Tree,744 Franklin Ave,Brooklyn,NY,11238,Crown Heights,8,,small,bodega,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,,Ajamu Brown,2011-01-31 18:28:22,2011-01-17 00:00:00,40.673013,-73.957391
Grocery Plus (One Stop),188 Utica Ave,Brooklyn,NY,11213,Crown Heights,8,True,small,bodega,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,,Shameka Davis,2011-01-31 18:29:07,2011-01-17 00:00:00,40.672513,-73.931078
758 Grocery,758 Franklin Ave,Brooklyn,NY,11238,Crown Heights,8,,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Ajamu Brown,2011-01-31 18:29:37,2011-01-17 00:00:00,40.6726762,-73.9573608
King Frank Deli Express,211 Utica Ave,Brooklyn,NY,11213,Crown Heights,8,True,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Shameka Davis,2011-01-31 18:30:20,2011-01-17 00:00:00,40.671638,-73.930577
The Market Place,271 Flatbush Ave,Brooklyn,NY,11217,Prospect Heights,8,True,small,green grocer,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,,Martha Mi,2011-01-31 18:30:31,2011-01-17 00:00:00,40.6797175,-73.9742704
Food Dynasty,181 Park Pl,Brooklyn,NY,11238,Prospect Heights,8,True,large,supermarket,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,,Jacqueline Taylor,2011-01-31 18:31:07,2011-01-17 00:00:00,40.6774563,-73.9715779
The Best Deli and Grocery,225 Utica Ave,Brooklyn,NY,11213,Crown Heights,8,True,small,bodega,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Shameka Davis,2011-01-31 18:31:39,2011-01-17 00:00:00,40.671006,-73.930603
Green Country Farm,1420 St Johns Pl,Brooklyn,NY,11213,Crown Heights,8,True,small,green grocer,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,"fresh brined beef, pork, and fish, good north indian spices",Maureen O'Brien,2011-01-31 18:31:54,2011-01-17 00:00:00,40.6705832,-73.9313201
99cents and Up,260 Utica Ave,Brooklyn,NY,11213,Crown Heights,8,True,small,convenience store,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Shameka Davis,2011-01-31 18:33:06,2011-01-17 00:00:00,40.6697268,-73.9310736
Fine Fare,261 Kingston Ave,Brooklyn,NY,11213,Crown Heights,8,True,large,supermarket,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Keil Troisi,2011-01-31 18:33:26,2010-01-17 00:00:00,40.6707432,-73.9419501
St. John's Fruit and Vegetables West Indian Foods,1426 St Johns Pl,Brooklyn,NY,11213,Crown Heights,8,True,small,green grocer,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,"Brined beef, pork, and fish. Good West Indian spices. ",Maureen O'Brien,2011-01-31 18:34:19,2011-01-17 00:00:00,40.670377,-73.931257
Kings Pharmacy,357 Flatbush Ave,Brooklyn,NY,11238,Prospect Heights,8,,small,convenience store,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Mara Gittleman,2011-01-31 18:34:24,2011-01-17 00:00:00,40.6769143,-73.9720785
Duane Reade ,302 Brooklyn Ave,Brooklyn,NY,11213,Prospect Heights,8,True,small,convenience store,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Maria Mei,2011-01-31 18:35:10,2011-01-17 00:00:00,40.6688029,-73.945308
99 Cent Dreams,1376 St Johns Pl,Brooklyn,NY,11213,Crown Heights,8,True,small,convenience store,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Lots of beans, pasta and other canned food but no healthy options. ",Maureen O'Brien,2011-01-31 18:35:30,2011-01-17 00:00:00,40.670388,-73.932716
Schenectady Deli & Grocery,255 Schenectady Ave,Brooklyn,NY,11213,Crown Heights,8,,small,bodega,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Keil Troisi,2011-01-31 18:35:42,2010-01-17 00:00:00,40.669804,-73.933519
Fruit and Vegetables West Indian foods,1426 St Johns Pl,Brooklyn,NY,11213,Crown Heights,8,True,small,green grocer,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,,Shameka Davis,2011-01-31 18:35:47,2011-01-17 00:00:00,40.670377,-73.931257
My Favorite Deli,1531 Bergen St,Brooklyn,NY,11213,Crown Heights,8,True,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Maureen O'Brien,2011-01-31 18:36:10,2011-01-17 00:00:00,40.6751889,-73.9330085
Key Food,369 Flatbush Ave,Brooklyn,NY,11238,Prospect Heights,8,True,large,supermarket,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,,Mara Gittleman,2011-01-31 18:36:57,2011-01-17 00:00:00,40.676702,-73.971677
Mega 99 cents,555 Nostrand Ave,Brooklyn,NY,11216,Crown Heights,8,True,small,convenience store,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Keisha,2011-01-31 18:37:26,2011-01-17 00:00:00,40.6785253,-73.9496535
Kingston Fruit and Vegetables West,265 Kingston Ave,Brooklyn,NY,11213,Crown Heights,8,True,specialty,international,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,fresh vegetables,Jacqueline Taylor,2011-01-31 18:37:30,2011-01-17 00:00:00,40.670648,-73.941818
Kingston Fruit and Vegetables West Indian Grocery,265 Kingston Ave,Brooklyn,NY,11213,Crown Heights,8,True,specialty,international,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Dried fish and W. Indian specialty vegetables. ,Maureen O'Brien,2011-01-31 18:37:51,2011-01-17 00:00:00,40.670648,-73.941818
Sur's Fish,772 Nostrand Ave,Brooklyn,NY,11216,Crown Heights,8,,small,green grocer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Ryeneil Booker,2011-01-31 18:38:14,2011-01-17 00:00:00,40.672243,-73.950491
"Triple ""S"" Market West Indian Grocery",822 Nostrand Ave,Brooklyn,NY,11216,Crown Heights,8,,large,midsized market,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,fruit and vegetables,Jabir Salulei,2011-01-31 18:38:15,2011-01-17 00:00:00,40.6704514,-73.9505426
Pena's Food Market,598 Vanderbilt Ave,Brooklyn,NY,11238,Prospect Heights,8,,small,bodega,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Mara Gittleman,2011-01-31 18:38:25,2011-01-17 00:00:00,40.678468,-73.968917
City Pride Grocery Deli,231 Kingston Ave,Brooklyn,NY,11213,Crown Heights,8,True,small,bodega,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Maureen O'Brien,2011-01-31 18:39:18,2011-01-17 00:00:00,40.67218,-73.941689
273 Kingston Ave Food Coop,273 Kingston Ave,Brooklyn,NY,11213,Crown Heights,8,True,small,bodega,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Jacqueline Taylor,2011-01-31 18:39:38,2011-01-17 00:00:00,40.67042,-73.94184
Prospect Supermarket and Deli,720 Rogers Ave,Brooklyn,NY,11226,Crown Heights,8,True,large,midsized market,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Ryeneil Booker,2011-01-31 18:39:40,2011-01-17 00:00:00,40.6538243,-73.9528294
Health Food Emporium Supermarket,594 Nostrand Ave,Brooklyn,NY,11216,Crown Heights,8,True,specialty,health,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Keisha,2011-01-31 18:39:40,2011-01-17 00:00:00,40.67819,-73.950016
Nostrand Deli,777 Nostrand Ave,Brooklyn,NY,11216,Crown Heights,8,,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Jabir Salulei,2011-01-31 18:39:54,2011-01-17 00:00:00,40.6707336,-73.950386
DNY Natual Land,322 Flatbush Ave,Brooklyn,NY,11238,Crown Height,8,,large,midsized market,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,,Jacqueline Taylor,2011-01-31 18:40:02,2011-01-17 00:00:00,40.6770505,-73.9725755
Hill Crest Grocery,598 Nostrand Ave,Brooklyn,NY,11216,Crown Heights,8,True,small,bodega,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Keisha,2011-01-31 18:40:30,2011-01-17 00:00:00,40.6780954,-73.9499159
Superior Market and Deli,81 Kingston Ave,Brooklyn,NY,11213,Crown Heights,8,True,small,bodega,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,Boar's Head lunch meat,Maureen O'Brien,2011-01-31 18:40:34,2011-01-17 00:00:00,40.6770089,-73.9414597
Mets Food Markets,739 Nostrand Ave,Brooklyn,NY,11216,Crown Heights,8,True,large,supermarket,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Jabir Salulei,2011-01-31 18:40:46,2011-01-17 00:00:00,40.6720466,-73.9501273
225 Kingston Ave Deli and Grocery,265 Kingston Ave,Brooklyn,NY,11213,Crown Heights ,8,True,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Jacqueline Taylor,2011-01-31 18:40:55,2011-01-17 00:00:00,40.670648,-73.941818
West Indian & American Grocery,723 Nostrand Ave,Brooklyn,NY,11216,Crown Heights,8,True,large,midsized market,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,fresh fruit,Ryeneil Booker,2011-01-31 18:41:23,2011-01-17 00:00:00,40.672568,-73.9502298
Underhill Food Corp,115 Underhill Ave,Brooklyn,NY,11238,Prospect Heights,8,True,small,bodega,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,,Mara Gittleman,2011-01-31 18:41:52,2011-01-17 00:00:00,40.677276,-73.96559
United Deli,240 Washington Ave,Brooklyn,NY,11205,Crown Heights ,8,True,small,bodega,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,Jacqueline Taylor,2011-01-31 18:42:05,2011-01-17 00:00:00,40.691324,-73.966797
R & R Deli - Grocery,108 Albany Ave,Brooklyn,NY,11213,Crown Heights,8,True,small,bodega,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,,Maureen O'Brien,2011-01-31 18:42:21,2011-01-17 00:00:00,40.6768,-73.938886
Franklin Mini Market,688 Franklin Ave,Brooklyn,NY,11238,Crown Heights,8,,small,bodega,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Caroline Nagy,2011-01-31 18:42:23,2011-01-17 00:00:00,40.674912,-73.956703
A & M Grocery,818 Nostrand Ave,Brooklyn,NY,11216,Crown Heights,8,True,small,bodega,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Jabir Suluci,2011-01-31 18:42:26,2011-01-17 00:00:00,40.6707364,-73.9504328
Deli Grocery,1117 Rogers Ave,Brooklyn,NY,11226,Crown Heights,8,True,small,bodega,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Ryeneil Booker,2011-01-31 18:42:55,2011-01-17 00:00:00,40.642612,-73.951271
Duarte Food Corp,276 Albany Ave,Brooklyn,NY,11213,Crown Height,8,True,small,bodega,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Keil Troisi,2011-01-31 18:43:14,2011-01-17 00:00:00,40.671219,-73.939545
Bergen Express Deli,631 Franklin Ave,Brooklyn,NY,11216,Crown Heights,8,,small,bodega,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,,Caroline Nagy,2011-01-31 18:43:19,2011-01-17 00:00:00,40.6769202,-73.9556085
B Town Deli Convenience,613 Nostrand Ave,Brooklyn,NY,11216,Crown Heights,8,True,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Keisha,2011-01-31 18:43:19,2011-01-17 00:00:00,40.676218,-73.949671
Triple's Market and Grocery,822 Nostrand Ave,Brooklyn,NY,11216,Crown Heights,8,,large,midsized market,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,fresh fruit,Ryeneil Booker,2011-01-31 18:44:35,2011-01-17 00:00:00,40.6704514,-73.9505426
Stop-3 Supermarket Deli,176 Albany Ave,Brooklyn,NY,11213,Crown Heights,8,True,small,bodega,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Maureen O'Brien,2011-01-31 18:44:56,2011-01-17 00:00:00,40.6746943,-73.9389062
Brooklyn Victory Garden,920 Fulton St,Brooklyn,NY,11238,Prospect Heights,8,,specialty,gourmet,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,,Mara Gittleman,2011-01-31 18:45:09,2011-01-17 00:00:00,40.682815,-73.964175
West Indian & American Grocery,784 Nostrand Ave,Brooklyn,NY,11216,Crown Heights,8,True,small,green grocer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,sustainably caught fish,Jabir Suluki,2011-01-31 18:45:18,2011-01-17 00:00:00,40.671929,-73.950538
NSA Supermarket,720 Washington Ave,Brooklyn,NY,11238,Crown Heights,8,True,large,supermarket,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,whole grain breads,Jacqueline Taylor,2011-01-31 18:45:26,2011-01-17 00:00:00,40.676201,-73.963845
Haifa Market,263 Flatbush Ave,Brooklyn,NY,11217,,8,True,small,bodega,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,,,2011-01-31 18:45:31,2011-01-17 00:00:00,40.6800132,-73.9742504
Lealy Super Deli Grocery Store,790 Nostrand Ave,Brooklyn,NY,11216,Crown Heights,8,True,small,bodega,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Ryeneil Booker,2011-01-31 18:45:57,2011-01-17 00:00:00,40.671769,-73.950554
El Cano Deli Grocery,200 Albany Ave,Brooklyn,NY,11213,Crown Heights,8,True,small,bodega,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Super clean,Maureen O'Brien,2011-01-31 18:46:01,2011-01-17 00:00:00,40.6736726,-73.9390881
AB Grocery,99 Schenectady Ave,Brooklyn,NY,11213,Crown Height,8,True,small,bodega,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,Keil Troisi,2011-01-31 18:46:10,2011-01-17 00:00:00,40.6758345,-73.9332305
Sam Neighborhood Deli Grocery,974 Fulton St,Brooklyn,NY,11238,Prospect Heights,8,,small,bodega,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Mara Gittleman,2011-01-31 18:46:16,2011-01-17 00:00:00,40.6823607,-73.9619325
US American Deli,637 Nostrand Ave,Brooklyn,NY,11216,Crown Heights,8,True,small,bodega,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Keisha,2011-01-31 18:46:26,2011-01-17 00:00:00,40.675361,-73.9497109
Nam's Green Fruit and Vegetable,769 Franklin Ave,Brooklyn,NY,11238,Crown Heights,8,True,small,green grocer,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,,Najma Ratcliff,2011-01-31 18:46:56,2011-01-17 00:00:00,40.6724982,-73.9572912
Kumar Deli Corp,252 Albany Ave,Brooklyn,NY,11213,Crown Heights,8,True,small,bodega,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Maureen O'Brien,2011-01-31 18:46:59,2011-01-17 00:00:00,40.672075,-73.939453
Key Food,657 Nostrand Ave,Brooklyn,NY,11216,Crown Heights,8,True,large,supermarket,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,Keisha,2011-01-31 18:47:07,2011-01-17 00:00:00,40.6747149,-73.9500219
Prince Deli Grocery,725 Nostrand Ave,Brooklyn,NY,11216,Crown Heights,8,True,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Ryeneil Booker,2011-01-31 18:47:16,2011-01-17 00:00:00,40.6725018,-73.9502358
Radha Grocery Store,788 Franklin Ave,Brooklyn,NY,11238,Crown Heights,8,,small,bodega,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Najma Ratcliff,2011-01-31 18:48:04,2011-01-17 00:00:00,40.6716669,-73.9577288
Mega 99cent,555 Nostrand Ave,Brooklyn,NY,11216,Crown Heights,8,True,small,convenience store,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Heewon Lee,2011-01-31 18:48:45,2011-01-17 00:00:00,40.6785253,-73.9496535
Dominican Grocery Corp.,172 Schenectady Ave,Brooklyn,NY,11213,Crown Height,8,True,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Keil Troisi,2011-01-31 18:48:51,2011-01-17 00:00:00,40.673286,-73.933733
Washington Deli Grocery,912 Washington Ave,Brooklyn,NY,11225,Prospect Heights,9,True,small,bodega,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Mara Gittleman,2011-01-31 18:48:55,2011-01-17 00:00:00,40.6674062,-73.961769
USA Express Deli,738 Nostrand Ave,Brooklyn,NY,11216,Crown Heights,8,True,small,bodega,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,USA Express Deli,2011-01-31 18:48:57,2011-01-17 00:00:00,40.673294,-73.950425
Burgos Grocery Store,762 Classon Ave,Brooklyn,NY,11238,,8,,small,bodega,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Najma Ratcliff,2011-01-31 18:48:59,2011-01-17 00:00:00,40.6738349,-73.960735
H & K Fruit Market,1045 Schenectady Ave,Brooklyn,NY,11203,Crown Heights,8,True,small,green grocer,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,Great spice section,Maureen O'Brien,2011-01-31 18:49:01,2011-01-17 00:00:00,40.6474509,-73.932541
Prospect Supermarket & Deli,720 Rogers Ave,Brooklyn,NY,11226,Crown Heights,8,True,large,midsized market,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Jabir Suluki,2011-01-31 18:50:17,2011-01-17 00:00:00,40.6538243,-73.9528294
Classon Grocery,502 Prospect Pl,Brooklyn,NY,11238,,8,True,small,bodega,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,,Najma Ratcliff,2011-01-31 18:50:37,2011-01-17 00:00:00,40.6756311,-73.9599391
Green Planet,969 Fulton St,Brooklyn,NY,11238,Crown Heights,8,True,small,green grocer,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,,Jacqueline King,2011-01-31 18:51:19,2011-01-17 00:00:00,40.6830712,-73.9643855
Brooklyn Deli Grocery,201 Rochester Ave,Brooklyn,NY,11213,Crown Heights,8,True,small,bodega,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Meghan Linick,2011-01-31 18:51:36,2011-01-17 00:00:00,40.67192,-73.927723
American Grocery & Deli,579 Nostrand Ave,Brooklyn,NY,11216,Crown Heights,8,,small,bodega,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Heewon Lee,2011-01-31 18:52:08,2011-01-17 00:00:00,40.6773925,-73.949718
Great American Market,227 Schenectady Ave,Brooklyn,NY,11213,Crown Height,8,,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Keil Troisi,2011-01-31 18:52:18,2011-01-17 00:00:00,40.6711388,-73.933548
New Dean Grocery,486 Dean St,Brooklyn,NY,11217,Prospect Heights,8,,small,bodega,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Mara Gittleman,2011-01-31 18:52:25,2011-01-17 00:00:00,40.681273,-73.974103
Buffalo Supermarket,1608 Sterling Pl,Brooklyn,NY,11213,,8,True,small,bodega,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Meghan Linick,2011-01-31 18:52:34,2011-01-17 00:00:00,40.6711338,-73.9254925
Brooklyn Deli,684 Franklin Ave,Brooklyn,NY,11238,Crown Heights,8,True,small,bodega,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,Caroline Nagy,2011-01-31 18:52:52,2011-01-17 00:00:00,40.675196,-73.956567
Sur's Fish,772 Nostrand Ave,Brooklyn,NY,11216,Crown Heights,8,,specialty,seafood,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Jabir Suluki,2011-01-31 18:53:04,2011-01-17 00:00:00,40.672243,-73.950491
New Dean Grocery,486 Dean St,Brooklyn,NY,11217,Prospect Heights,8,,small,bodega,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Mara Gittleman,2011-01-31 18:53:04,2011-01-17 00:00:00,40.681273,-73.974103
Jalal Express Deli and Grocery,628 Nostrand Ave,Brooklyn,NY,11216,Crown Heights,8,,small,bodega,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Heewon Lee,2011-01-31 18:53:06,2011-01-17 00:00:00,40.6769271,-73.9498642
NSA,1410 Utica Ave,Brooklyn,NY,11203,Crown Heights,8,True,large,supermarket,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,,Meaghan Linick,2011-01-31 18:54:10,2011-01-17 00:00:00,40.6381336,-73.928962
Danny Grocery,416 Prospect Pl,Brooklyn,NY,11238,Crown Heights,8,True,small,bodega,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Caroline Nagy,2011-01-31 18:54:35,2011-01-17 00:00:00,40.6763001,-73.9625066
Deli Grocery,1117 Rogers Ave,Brooklyn,NY,11226,Crown Heights,8,True,small,bodega,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Jabir Suluki,2011-01-31 18:54:47,2011-01-17 00:00:00,40.642612,-73.951271
Utica Express,214 Utica Ave,Brooklyn,NY,11213,,8,True,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Meaghan Linick,2011-01-31 18:55:41,2011-01-17 00:00:00,40.6715876,-73.9308251
Haifa Market,263 Flatbush Ave,Brooklyn,NY,11217,Prospect Heights,8,True,small,bodega,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,Mara Gittleman,2011-01-31 18:55:49,2011-01-17 00:00:00,40.6800132,-73.9742504
Washington Food Center,816 Washington Ave,Brooklyn,NY,11238,Crown Heights,8,True,small,bodega,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Caroline Nagy,2011-01-31 18:55:53,2011-01-17 00:00:00,40.673443,-73.963225
Kings 99cent,625 Nostrand Ave,Brooklyn,NY,11216,Crown Heights,8,,small,convenience store,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Heewon Lee,2011-01-31 18:56:02,2011-01-17 00:00:00,40.675622,-73.9496829
N A Candy Store,782 Franklin Ave,Brooklyn,NY,11238,Crown Heights,8,,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Caroline Nagy,2011-01-31 18:56:03,2011-01-17 00:00:00,40.671847,-73.957836
Park Place Candy & Grocery,176 Park Pl,Brooklyn,NY,11238,Prospect Heights,8,,small,bodega,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Mara Gittleman,2011-01-31 18:56:33,2011-01-17 00:00:00,40.6772568,-73.9719668
"Essential Cakes, Inc. ",886 Fulton St,Brooklyn,NY,11238,Fort Greene,8,True,specialty,bakery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"fresh fruit and vegetables (3 or more), low fat milk, whole wheat/grain bread, 100% juice (no sugar added) [juice bar], organics (5 or more), nuts, cakes",Jacqueline King,2011-01-31 18:56:37,2011-01-17 00:00:00,40.6831113,-73.9656353
Tasty Bites Restaurant and Bakery,1456 St Johns Pl,Brooklyn,NY,11213,Crown Heights,8,,specialty,bakery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Meaghan Linick,2011-01-31 18:56:48,2011-01-17 00:00:00,40.670259,-73.930115
Shorey Deli & Grocery,801 Franklin Ave,Brooklyn,NY,11238,Crown Heights,8,True,small,bodega,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Caroline Nagy,2011-01-31 18:57:45,2011-01-17 00:00:00,40.671594,-73.957313
Newstand & Smoke Shop ,377 Flatbush Ave,Brooklyn,NY,11238,Prospect Heights,8,,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Maria Mia,2011-01-31 18:57:57,2011-01-17 00:00:00,40.6765497,-73.9718072
Deli and Grocery,684 Nostrand Ave,Brooklyn,NY,11216,Crown Heights,8,True,small,bodega,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Heewon Lee,2011-01-31 18:58:19,2011-01-17 00:00:00,40.674974,-73.950171
Adonijah Health Food Store,202 Utica Ave,Brooklyn,NY,11213,Crown Heights,8,,specialty,health,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Christopher Abibadessa,2011-01-31 18:58:19,2011-01-17 00:00:00,40.671874,-73.931163
